source	interaction	target	n_datasets	REM.TE	REM.P.HAKN
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	neg_assoc	HMDB0000630	7	-0.10264493229347772	0.00206949393892227
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0000641	7	-0.1769020141059469	3.7381193685258253e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	pos_assoc	HMDB0000641	7	0.12216937520540104	0.00343233591566596
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000641	8	-0.1854772722056942	2.866470428832764e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000641	7	-0.14436866903463005	0.00255870301416126
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000641	7	-0.19198237952571243	8.790322708092471e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000641	7	-0.19777227100833983	2.538868111159385e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides	pos_assoc	HMDB0000641	5	0.06204981922173516	0.00340289732669336
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000641	8	-0.25950975257511566	1.7874580004386206e-5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000641	7	-0.2223812696059271	9.675530824571888e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	neg_assoc	HMDB0000641	7	-0.09106411591673866	0.00141686090483934
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	pos_assoc	HMDB0000641	8	0.1386005363926252	0.0010384978531735
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	neg_assoc	HMDB0000666	5	-0.11938676606920824	4.67563893513642e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas	neg_assoc	HMDB0000666	4	-0.1568512137635686	9.004255599947445e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C	pos_assoc	HMDB0000666	5	0.1634119998610655	0.00169680023888131
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	neg_assoc	HMDB0000666	5	-0.12035148029429936	2.2094517686651845e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000679	3	-0.21163073166471652	6.864455108009549e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180	neg_assoc	HMDB0000687	8	-0.12151118239771236	0.00307251212317934
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0000687	9	-0.14284094696639324	6.260939930586924e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524	neg_assoc	HMDB0000687	9	-0.13356447885292771	0.00121829925982703
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	pos_assoc	HMDB0000687	9	0.11161671201395525	0.00150405737740054
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	pos_assoc	HMDB0000687	10	0.17189610423933616	0.00112500795547421
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	neg_assoc	HMDB0000687	10	-0.10531600529145876	9.69663236478366e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	neg_assoc	HMDB0000687	9	-0.10772678964076896	9.049143233810594e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615	neg_assoc	HMDB0000687	9	-0.09065196430442143	0.00332475170055444
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000687	10	0.14407473725608438	0.00224767730127173
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000687	10	-0.1828760083651015	1.3559032085459674e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	neg_assoc	HMDB0000687	5	-0.16318922513150852	0.00288719999137019
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000687	9	-0.1477136094271431	0.00115971455983804
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000687	9	-0.2086440441785028	0.00176670011695692
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000687	9	-0.1836865119249891	6.53325127157596e-5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000687	10	-0.2219800253488084	4.523400626420373e-7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000687	9	-0.1652147984206126	3.1907294088994034e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	pos_assoc	HMDB0000687	10	0.1171762854511705	9.27601549667989e-4
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	pos_assoc	HMDB0000687	10	0.05896568653357097	0.00337511045573
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus	neg_assoc	HMDB0000695	3	-0.06401363074346546	0.00297312177568583
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella	neg_assoc	HMDB0000696	8	-0.12871414148907498	3.0388186501832466e-5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0000696	7	-0.15412455751483492	3.440482700431884e-4
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	neg_assoc	HMDB0000696	7	-0.10891852343423448	0.00354431531801867
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium	pos_assoc	HMDB0000696	7	0.10211639199331582	0.00223131875942504
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	neg_assoc	HMDB0000696	8	-0.10406552073116068	8.312611022623669e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000696	8	0.1280175854556134	2.7798647083907647e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000696	8	-0.19322524078083145	1.330564261725676e-6
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000696	7	-0.2119059569576032	5.2651702842840454e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000696	7	-0.1693871857427172	0.00137650712964241
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000696	8	-0.1838514416710491	7.575484320055472e-6
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000696	7	-0.17137523587268788	0.0015393640997594
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217	neg_assoc	HMDB0000699	6	-0.0995770758517692	0.00126699750788457
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17	neg_assoc	HMDB0000699	4	-0.10757156837338616	7.231421015300836e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	neg_assoc	HMDB0000699	6	-0.05605012330520142	0.00184280306902757
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A	neg_assoc	HMDB0000699	6	-0.12543312186153013	0.00137105162480715
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000699	6	0.10040720704583338	0.00139484527335971
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170	neg_assoc	HMDB0000699	4	-0.20695409484053132	0.00194497856034715
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000699	6	-0.20847031045112668	0.00235591326878102
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000699	6	-0.1701754021422322	2.5724911916570517e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000699	6	-0.22430264944267497	0.00125120137086594
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola	pos_assoc	HMDB0000714	3	0.04610352633658252	1.4664583263008662e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	pos_assoc	HMDB0000715	6	0.12496215031784876	0.0019228309182032599
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11	pos_assoc	HMDB0000715	5	0.13121720176089005	0.00175689383258299
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	neg_assoc	HMDB0000717	4	-0.38434696806825097	0.00285114864482554
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	pos_assoc	HMDB0000718	8	0.08903701384372495	0.00105436482503184
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	pos_assoc	HMDB0000718	7	0.15778035697551598	4.8372551699404453e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter	pos_assoc	HMDB0000718	7	0.12630514359791414	0.00146382577665288
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177	neg_assoc	HMDB0000722	3	-0.0967907427906234	0.0020478952465868
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A	neg_assoc	HMDB0000763	3	-0.05026673817413102	0.0028726802058199
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417	pos_assoc	HMDB0000764	6	0.161555230676032	0.0024809843271701
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia	neg_assoc	HMDB0000764	7	-0.15843809104342835	9.728296336307054e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium	pos_assoc	HMDB0000764	5	0.085101556089575	0.00117677181807204
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium	neg_assoc	HMDB0000764	6	-0.1520603235337004	0.00132992466727251
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	neg_assoc	HMDB0000764	6	-0.15399897009390184	0.00252239726003464
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	neg_assoc	HMDB0000764	6	-0.1974142547310178	6.650825093618408e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	pos_assoc	HMDB0000764	6	0.21787429919382673	9.216684037472412e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I	pos_assoc	HMDB0000764	6	0.05717938936300319	0.00132321043855495
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas	neg_assoc	HMDB0000764	5	-0.17976120952012944	9.187021109700232e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG115	pos_assoc	HMDB0000764	6	0.143402241400976	0.0023189356053034
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	neg_assoc	HMDB0000764	7	-0.23581144079555327	8.673928761864482e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11	pos_assoc	HMDB0000764	6	0.13094828220977492	0.00216438016686884
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103	pos_assoc	HMDB0000764	4	0.1806671047241836	0.00260099921160186
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170	pos_assoc	HMDB0000764	4	0.23292957803420564	0.00254163734525515
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	pos_assoc	HMDB0000764	6	0.17738646418022858	0.00245154890252481
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	pos_assoc	HMDB0000764	6	0.29791117716220583	6.827740592001898e-5
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D	neg_assoc	HMDB0000764	6	-0.1101128593072196	0.00325506330999895
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	pos_assoc	HMDB0000764	6	0.13512193583379545	2.167142873768772e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	pos_assoc	HMDB0000764	5	0.1631239913618869	0.00142807435092389
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D	pos_assoc	HMDB0000764	6	0.16787156601580563	0.00207868808216856
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	neg_assoc	HMDB0000764	7	-0.1617559223471111	9.87486132124054e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000766	5	0.19453345610747905	8.237667891866133e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1375	neg_assoc	HMDB0000766	4	-0.04580266634073629	8.08975621036881e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000766	5	-0.24957470191725528	4.66120556863393e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000766	5	-0.26082240853688826	0.00334451542953378
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	pos_assoc	HMDB0000766	5	0.11034629860529668	0.0016522649624437
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella	neg_assoc	HMDB0000779	6	-0.04336512934133959	0.00131022932892504
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	neg_assoc	HMDB0000779	6	-0.09464294717970076	0.00206303931958031
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter	pos_assoc	HMDB0000784	6	0.18248816256914	0.00290234050529063
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177	pos_assoc	HMDB0000784	7	0.24467053332784217	3.654265566459731e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R	pos_assoc	HMDB0000784	7	0.14038383135441776	8.733340799208399e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E	pos_assoc	HMDB0000784	7	0.2235589307585133	1.388818261393037e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417	pos_assoc	HMDB0000784	6	0.15621908244214114	8.364581423376993e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691	pos_assoc	HMDB0000784	4	0.08082440276471922	0.00278916242518453
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	pos_assoc	HMDB0000784	7	0.19620465048776503	3.305846057701888e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola	neg_assoc	HMDB0000784	7	-0.14458808502109283	0.00359015316492421
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	pos_assoc	HMDB0000784	7	0.18628490981230367	1.9349351581068525e-4
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	pos_assoc	HMDB0000784	7	0.14438506791393496	2.0855513059670702e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524	pos_assoc	HMDB0000784	7	0.2652734977339732	7.333640440968535e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium	neg_assoc	HMDB0000784	7	-0.12316394952389616	4.192445692554679e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	pos_assoc	HMDB0000784	7	0.23726179341975084	5.4578001259130934e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	neg_assoc	HMDB0000784	7	-0.15962014918436154	8.711481980551002e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127	pos_assoc	HMDB0000784	7	0.17281497366135393	3.608717686547874e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	pos_assoc	HMDB0000784	7	0.19402749335102412	1.3398518967748334e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	neg_assoc	HMDB0000784	7	-0.2008271906223481	0.00128450244816161
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	pos_assoc	HMDB0000784	7	0.23842875985150233	9.350540147538822e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615	pos_assoc	HMDB0000784	7	0.14776537347166083	3.305200523094322e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	neg_assoc	HMDB0000784	7	-0.24744274408338696	3.195314403209961e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11	pos_assoc	HMDB0000784	7	0.1358044490153309	0.00178658749545117
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	pos_assoc	HMDB0000784	4	0.3927353310424633	8.806390222394116e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170	pos_assoc	HMDB0000784	4	0.4086294703888779	0.00234713826780171
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	pos_assoc	HMDB0000784	7	0.37479006128152353	7.111836764098054e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	pos_assoc	HMDB0000784	7	0.3014102273671387	5.046584490438499e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	pos_assoc	HMDB0000784	7	0.3448133003102559	9.484506183513394e-5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	pos_assoc	HMDB0000784	7	0.3200680115073442	0.00365016143118071
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	pos_assoc	HMDB0000784	7	0.35059932535969623	0.00102296041857562
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger	pos_assoc	HMDB0000784	7	0.2089967546916474	1.2474416284819336e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	pos_assoc	HMDB0000784	7	0.3032924375213721	1.222261747467343e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	pos_assoc	HMDB0000784	4	0.25455796074482434	0.00167193363377448
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394	pos_assoc	HMDB0000784	6	0.23493663349960328	3.006742514585368e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	neg_assoc	HMDB0000784	7	-0.13609619103648937	0.00163348542844543
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	neg_assoc	HMDB0000784	7	-0.18329152683129307	6.353538339873247e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177	pos_assoc	HMDB0000792	5	0.24193247145746435	0.00296696923613058
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E	pos_assoc	HMDB0000792	5	0.2810478873970857	0.00289701413148205
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691	pos_assoc	HMDB0000792	4	0.1484831290876143	9.632856905444504e-4
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	pos_assoc	HMDB0000792	5	0.19072132830345817	5.778273393794528e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524	pos_assoc	HMDB0000792	5	0.20631629967016413	0.00147896080646805
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia	neg_assoc	HMDB0000792	5	-0.2303750673827867	2.1501171646450652e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium	pos_assoc	HMDB0000792	4	0.11196219722404	0.00187817361316523
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium	neg_assoc	HMDB0000792	5	-0.15173532815011437	0.00281245378095277
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	pos_assoc	HMDB0000792	5	0.3059346778890534	3.0560709366002917e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127	pos_assoc	HMDB0000792	5	0.21507738706905907	0.00336750249519535
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	pos_assoc	HMDB0000792	5	0.30928121883946913	0.00211147858202776
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG115	pos_assoc	HMDB0000792	5	0.1657418573057995	0.00362347034939811
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	neg_assoc	HMDB0000792	5	-0.3064503286585339	0.00261297165787568
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	neg_assoc	HMDB0000792	4	-0.1340591969653305	0.00251340006512169
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170	pos_assoc	HMDB0000792	4	0.37664389522792335	3.769092877202495e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	pos_assoc	HMDB0000792	5	0.4402018490741834	0.00151684916025739
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	pos_assoc	HMDB0000792	5	0.373432682502907	0.00222898528033877
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	pos_assoc	HMDB0000792	5	0.4014635621602283	0.00335135512258977
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger	pos_assoc	HMDB0000792	5	0.256396875601458	0.0028871603110031
