Compound	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10369.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10395.Gastrectomy	10742.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
C00047_Lys	7726.081701000001	4916.017833	5320.115318	5548.560264	940	3387.967073	3567.059586	2620.096281	3245.121884	3699.726177000002	2559.517831	9456.258596	6022.66236	4171.9527990000015	33088	3302.888108	8872.773768000001	3958	7403.339012	1861.90812	14475	7105.450747	2777.953154	1589	18309	5171.576792	2032	3718.842046	8032.944934999998	4414.859378	2640.54813	2138	4002.454497	4253.231475	5683	2233.703925	9258	1044.294817	17115.43144	28067.17044	2874.693177	2110.685436	11064	10075	2166	2335	5014.302585	3591	5079.940896	9057.877661	15051	606	5209.798254	11569.67645	4125.461495000001	7537.381007999998	1080.088802	4636.190573	5416.24667	18827	4261.164028	2842.025982	4536.1275369999985	2812.05634	32866	7796.387662999998	2909.1849850000012	4840	18523	5327.676152	5520.031166	1986	1432.6389869999994	12626	3178	3280.787299	1660	22184	5058.947089	2002.522623	3108	23156	24956.34617	1876.113324	1464	5064	1699.317632	7091.039745	1861	23236	3801.325322	2809	6164.06234	2957.646883	4658.853284000002	2809.463846
C00048_Glyoxylate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00049_Asp	4508.844716	2001.466258	3395.427352	7294.06583	3441	4138.867565	6800.368998000001	2710.658206	4220.058005	3341.197591	2547.0634170000008	3640.568715	3339.380898	5932.76944	4083	2830.467366	2493.229863	2401	2654.0101170000007	564.1324886	2079	2186.979167	3218.238974	5219	8182	8842.114899	3081	2821.031803000001	9198.528639	6462.444843	5024.566883	1032	2560.668789	5996.754776	8273	3002.335502	2025	1204.951563	3428.15421	2156.80736	3582.46693	1333.611171	2369	2929	9123	2523	3372.17423	3704	6645.493731000001	5971.603662	4196	5922	5832.09832	6901.790370999999	4126.68874	9101.455592	1718.021152	5611.871928000001	4281.842458	13298	4656.26874	2623.368575	7397.197776999998	5242.897631	9657	5922.272364	4392.461482	565	15990	4057.489315	3997.795882	3114	4992.338178	5246	564	2302.503212	1832	6857	6100.746206	4449.835161	8008	2120	5538.882697	2977.309677	4722	749	6788.407368000001	8066.924501	1454	8566	6544.7097909999975	5395	6532.88227	3303.381725	4510.338516	2027.009931
C00051_Glutathione(red)	0	0	0	3.775189819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.483489757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7569344180000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2436008	0	0	39.55087577	0	0	0	0	0	0	0	0	0	0	0	0	0
C00054_Adenosine 3',5'-diphosphate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00055_CMP	37.84878065	0	28.06794058	0	0	39.81060937	0	0	21.38984435	19.33554009	0	22.13727428	0	0	0	0	0	0	0	0	0	34.28692753	0	0	0	0	0	0	19.34289168	33.17167758	0	0	0	24.2889336	0	0	0	0	0	0	40.86115384	0	0	0	64	0	0	0	65.27214189	26.47474716	0	0	60.55295261	51.43178226	21.4824063	0	0	22.32228905	31.24481467	0	0	23.68613368	43.77039878	37.64234984	0	53.53315286	33.50663228	0	0	31.25098854	0	0	37.1084603	0	0	55.32874286	0	0	0	16.94667622	0	0	53.82703185	32.44683907	38	0	0	0	0	0	58.84595209	0	33.56097518	36.12857137	0	0
C00062_Arg	569.3256171	1765.4304960000006	1165.600061	3066.0529530000013	148	1726.852117	953.6620858	595.7771034	916.8563405	1572.71668	550.3194279	1289.935108	824.2795193	1312.1593	13535	1608.677941	4351.16902	320	675.4150675	321.8584787	682	3214.802957	1037.989102	304	138	1128.78504	67	1117.316293	2179.642212	1829.223709	1028.296639	101	1650.362148	1091.700167	540	537.1041047	87	489.49223089999987	6038.444783	409.8280319	1019.294813	328.676796	80	68	579	111	1320.545709	157	2599.854844	1292.226967	101	78	832.410527	2152.241463	2039.016307	1092.775632	536.8173257	1509.928007	1738.786997	191	1005.790326	781.693303	1408.9571	1429.888101	116	403.4180828	431.1835251	32	403	762.3748949	588.9238782000001	126	540.3794791	107	1373	1260.273967	647	312	1625.9135199999994	709.9359159	261	6462	1003.659913	612.0498426	427	96	359.45644330000016	716.8470953	75	157	893.3901367000003	1015	937.9692031	827.9940928999997	1488.869024	575.9133148
C00063_CTP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00064_Gln	2773.992955	1476.953433	3276.654366	562.7431853999999	1327	905.0001914	1187.724137	682.7973948	1067.586731	480.3729141	485.5086751	949.0885639	598.0612382999999	535.5804796	6504	502.5361641	3225.835221000001	290	526.5389156	323.5405322	913	519.226769	420.1412116	441	2066	1166.641126	258	426.7768316	985.9706023	594.3887846	1216.052664	351	641.7813777000001	362.1956671	1182	881.121401	158	494.1424813	4558.122443	5638.4016729999985	428.3475681	687.9091899	61	74	2442	190	750.0406326	210	1118.351062	1259.809881	670	0	1252.076526	871.0537943	607.7555622000001	835.6513715	392.2970189	869.8916421	1417.025129	1645	719.9272071	346.91844130000015	2058.93526	1464.155519	2126	677.1275508	645.5333531	0	1422	1350.825292	1137.090531	289	477.3346435	747	1353	314.497375	526	4998	2280.359743	779.5486287	286	12621	1189.618902	965.8045763	869	1780	408.2128603	2906.772055	0	1210	1123.404874	615	852.1034289999999	414.1714874	1288.59294	564.298181
C00065_Ser	787.5351385	419.47232	522.5284488	440.1892924	3799	467.9206985	454.2035439	321.709302	443.82608160000007	527.752642	378.15182460000005	540.6426594	412.9708192	391.7435523	1523	249.2161943	4558.885657	1434	359.6513034	500.80243550000006	3603	544.9165491	343.7745755	451	4196	683.2425820000002	1248	380.9999652	454.1431078	480.5477613	501.0514892	483	436.9721859	429.5833189	7942	647.1076816000002	541	471.5881348	826.1479656	432.9989288	259.4754856	303.6784742	1032	992	902	607	569.3748704	2267	385.4405568	701.0414919	142	602	624.3041952000002	645.2507902000001	316.6697220000001	331.8175276	413.7284011	332.0513128	620.2426072000002	5730	685.2515132	403.1191091	1540.579342	612.2783574	526	643.3241576	393.8785961	431	1715	620.5372537000002	985.9714403	2437	374.1685984	617	225	250.0925893	324	211	3527.964771	787.4366583999997	6811	323	1221.499361	572.8215166	433	806	263.67788790000003	891.1591771	1826	3813	675.4098954	411	811.3150222999999	569.3291575000002	517.2886536999998	309.7377358
C00073_Met	193.9983852	1497.268009	108.6468542	55.89626626	3962	181.9651782	109.7685987	69.07867743	140.2667884	134.01951409999998	157.65767219999995	161.2738361	117.8804842	171.76923359999995	6933	167.7782694	549.912413	1711	19.10750128	173.2476939	3365	101.3205439	28.18995659	67	5907	450.35282750000016	245	109.6494442	481.0648772	156.2306405	113.9403238	430	130.4282284	97.97825149	2024	90.70142295	378	132.4830906	3739.211293	3997.415334	129.22019170000002	46.10440437	1715	817	115	2912	131.80791499999998	272	145.75603930000003	844.6067605000003	6004	40	167.8084075	162.6695683	17.80471669	620.5376717	61.37724605	221.8744094	327.1524085	6334	308.9567255	121.8406242	911.3875825	167.4313965	10173	112.7386132	202.6809881	695	6511	134.8138636	66.69290952	1443	88.99717492	2151	559	41.99124254	56	8597	1921.176732	59.23130847	2332	8022	2205.640972	80.09465792	95	969	101.7120517	677.8042842	579	4503	129.4483572	128	208.5293498	65.89544399	182.56954840000003	40.31014831
C00074_PEP	150.6992832	44.48173733	0	0	0	0	0	176.57083269999995	0	0	0	166.1711757	0	0	0	0	0	0	0	0	0	0	0	0	0	88.09517019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.98551041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00075_UTP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.01893848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00077_Ornithine	2261.348256	351.2490311	1288.1709130000004	1186.7644300000004	5154	211.2990691	143.33927830000005	776.8812756	312.869924	436.6400808	192.5311537	336.2049245	463.8232788	205.5332194	6943	160.1513763	499.8711211	903	135.94338280000002	124.668723	7119	312.1579045	208.3863687	321	2664	689.8357535	442	465.15176950000006	708.8233836	503.2499883	436.3880044	2434	279.42864560000004	100.5589956	831	281.8468189	2403	76.57301953	3204.820169	5445.039476	190.3374293	292.2038394	1406	216	874	3298	1826.232109	508	285.5143166000001	3240.093948	3834	238	395.2483091	1401.365419	248.3043669	289.7897017	115.7606351	886.5967626	1372.7989220000004	4730	1009.029032	145.1403015	918.4386232	230.31665690000003	7543	144.9432237	765.2015018	577	3567	647.4101182	1672.266899	768	269.8227895	4670	837	159.73645430000005	270	9021	2192.5150120000008	266.6747447	2319	6954	7584.689754999998	221.4506966	153	271	124.0913857	1960.515973	323	6564	571.0369519	289	152.3798111	154.8565188	503.4598928	759.9525442
C00078_Trp	1266.280447	1632.42644	263.2270668	117.3980072	1468	237.0211137	78.19032678	49.29526681	142.3306946	90.02794012	114.7478968	425.3564928	925.1017002999996	144.7567051	2586	173.91447480000005	1417.361344	908	179.7226621	61.7447695	1107	107.297366	166.8068882	90	2651	207.5478395	155	153.1915637	1103.7298560000004	151.7049122	111.25297810000001	323	86.66405995	120.6104205	800	150.97713169999997	324	108.8944101	1331.702161	2485.867217	142.2849079	1413.973973	726	767	252	1273	98.22811607	468	220.4080543	97.74418064	2128	153	201.5475576	185.4227877	126.2289524	590.3980877	64.18518348	53.9585909	182.4413668	2520	234.2758498	96.18837894	238.7162552	147.766726	5686	133.3771063	56.02913003	474	2103	178.5816517	178.89763280000005	407	51.21373437	1197	461	73.20730066	59	1741	2971.043428	364.3860079	1334	3471	428.5078488	77.30225175	102	825	270.81919750000003	860.1784631	413	2399	137.4234975	96	108.027745	48.28584515	124.2182239	47.81714008
C00079_Phe	8091.143686	5311.491663000002	2845.536752	735.8091702	6233	166.132063	98.98200268	862.1813614	261.5281387	1105.469218	170.98620559999995	571.1862723999999	357.855697	120.0990456	16467	131.4940691	3491.820115	4302	1194.2065220000004	286.0392032	5079	140.5381604	2577.588804	104	10695	8028.022381000003	1433	343.8076449	1772.208957	428.0843764	341.3051572	3057	188.049618	107.1911596	2487	598.1786837000002	1049	239.0066159	9963.210864	8605.231918000001	155.8805477	2225.051735	3387	3896	2109	3747	245.0795941	1829	174.7444633	10091.96585	6494	693	531.1700643	1143.875311	279.161571	1851.441339	117.2323273	318.3916851	520.0377133000002	8016	1029.4349949999996	172.33499630000003	1346.463274	207.1897449	15748	4324.308837	376.782796	1634	8147	1812.354299	8593.475279	3380	141.41367640000001	5064	1750	142.8864686	113	18176	5038.68585	393.9452788	3612	13077	17472.07643	217.5015776	782	2249	883.6800242	10394.40988	1271	9239	164.726847	250	1562.777165	170.6705666	693.8349565000003	238.2083611
C00081_ITP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00082_Tyr	1788.1990039999994	1837.931516	593.8775423999998	612.3496809999998	1325	415.7525518	136.4257394	399.8406063	338.82732210000006	465.43344339999993	193.1259194	195.2068544	159.9324665	224.4601105	18349	253.3741079	1806.118094	5119	1001.629751	173.06431809999995	6799	291.4824677	2375.422239	374	11783	984.2095397	964	224.94952090000004	942.4276169	431.6516946	405.7769648	2291	212.9128223	254.8227471	3200	189.5810093	132	161.5081256	3822.999169	3662.905497	184.0891664	1086.807672	4987	5184	1840	957	229.4163527	2349	291.3774575	5066.408392	3686	929	472.5048393	1293.6574369999996	302.28970919999995	732.5050328	103.5841307	449.5397822	489.416998	10618	673.6467823	196.29984	636.6807096	162.60965190000005	19480	192.8602717	158.8595937	1568	11213	1007.748455	774.5777138999997	4363	135.9764272	6897	1894	149.2525669	280	20131	3316.100532	484.8034313	4426	14310	5029.558009	137.23507790000002	601	2888	291.3495645	4732.030973	1820	11758	266.4279992	749	657.0992438999998	134.29740719999998	501.0695547	101.0926053
C00083_Malonyl CoA	0	0	0	0	0	0	0	0	68.60474261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.22882676	0	0	0	0	0	0	0	0	0	0	0	74.35031297	0	0	0	0	0	0	0	0	0	0	0	0	701.465614	0	0	0	0	0	0	0	0	0	0	0	0	0
C00085_F6P	0	0	0	0	0	0	0	0	0	54.80390917	0	0	0	0	0	0	0	0	0	0	0	45.65529261	0	0	0	289.5346289	0	0	50.64962082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.72358238	0	0	45.62966063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.47584847	0	0	0	0	0	0	0	0	0	0	0	103.2715329
C00086_Urea	3050.878494	951.3589201	0	1130.144411	0	0	107020.6343	4998.235589	400.2097375	1324.590767	315.75525760000005	398.2683607	545.1566083	347.5971491	2937	0	42831.09993	0	1269.298676	0	0	1262.357306	0	0	0	704.5006965	10541	0	1519.971079	1381.028232	12865.46597	0	792.1064177999997	29194.437910000004	0	757.8651877	0	541.4740199	194097.7364	2803.574495	304.6431086	2439.614393	0	0	0	0	1280.115895	0	0	195.735414	0	0	1580.941843	1772.714523	967.5611917	2508.006052	437.2869796	0	2611.5762210000007	0	425.4846844	551.7510063	5538.594321000001	432.557771	0	390.5550133	860.9399677000001	0	0	368.1903326	5191.585596	0	23873.52029	0	16207	2416.187058	0	505	1156.014894	330.89750310000005	0	12954	1230.379296	548.2323495	30645	13622	410.6711746	939.6459425	0	0	382.3270338	0	630.8147357999999	389.2097104	646.544705	1697.312286
C00091_Succinyl CoA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00092_G6P	198.3824364	0	0	0	0	0	0	0	0	0	0	0	118.4129586	0	258	0	0	0	0	0	0	174.737245	82.44907359999998	0	100	0	0	0	166.3803104	42.37193795	133.3728954	0	48.55926858	31.11489259	0	289.9186264	0	0	281.9426617000001	0	0	0	0	0	285	84	0	0	0	0	0	0	436.1669998	0	24.96908337	400.8243574	0	0	42.16960511	0	0	0	324.8507666000001	0	0	275.5717088	0	0	0	0	0	0	206.2743393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.70020719	0	0	0
C00093_Glycerophosphate	275.9156082	182.0085649	144.6925635	0	0	0	147.33278969999995	0	0	173.7156699	54.01513067	471.94125589999993	163.8467455	140.3378824	191	0	0	0	0	0	0	166.5766243	0	0	248	703.7699347999999	0	161.29245569999995	143.72244750000004	0	0	0	0	0	0	290.6103872	0	0	339.8932841	0	0	0	0	0	0	0	0	0	117.6421393	662.0372199	0	0	0	0	0	0	0	91.83521582	0	0	0	0	865.0799384	0	0	280.8667457	321.331063	0	0	56.65256591	0	0	0	0	0	0	0	0	0	52.70982483	0	319	2527.048625	280.0558625	0	0	223.7401986	258.60118900000003	0	0	91.15919151	0	321.8538669	0	280.40972450000004	296.0868408
C00096_GDP-mannose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00097_Cys	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00099_beta-Ala	573.817645	274.69034750000003	282.7278514	747.7394082999997	199	166.00805580000005	362.5518043	2291.448788	142.92467280000002	124.8993324	72.31152379	1075.867063	640.0017256	76.43302317	94	70.57116441	90.19047674	376	813.8700944	50.36291532	387	281.6932237	597.6292823	37	189	237.0081336	14	70.29854265	1220.580309	208.2523038	469.7729637	1452	99.00536899	70.91564838	426	162.16183759999996	1607	82.74455838	110.0988048	80.87487694	61.68177665	140.5580739	485	822	529	574	2586.411228	61	151.3550171	947.8377776	273	183	699.7433973	342.6989386	236.86039080000003	521.0157055999998	60.04753506	819.8427866000003	198.7239212	283	130.3136162	70.70854938	230.4563009	105.6391856	242	91.38330147	1115.713427	545	356	171.591304	366.32054460000006	296	120.3691227	298	162	91.99141023	108	174	94.74993812	511.3952942	1048	378	333.5110483	113.918928	129	61	277.2025029	1507.149094	367	607	227.6458121	139	232.1893256	75.93411674	287.7193042	67.12462702
C00103_G1P	53.05197584	60.90624061	0	0	0	0	0	0	0	0	0	0	52.33353183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.4747821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.41276247	0	0	0	0	0	0	0	0	59.21422406	0	0	58.09648834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.17537685	0	0	0	0	0	0	0	0	0	0	0	0
C00104_IDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.42309980000005	0	0	0	0	0	0	0	0	0	0	0	0	0
C00105_UMP	134.4288657	76.7732191	39.86688295	43.78504495	0	71.78969879	65.40747044	0	45.25416585	75.59452558	32.29016337	61.75687817	73.99733977	38.9716931	0	0	0	0	108.6440019	0	0	98.88401361	39.95870235	0	0	0	0	46.77725386	68.33662566	89.72631059999998	0	0	0	43.85354323	0	0	0	0	0	59.14061604	69.29892619	0	0	0	260	0	33.40278818	0	98.45415031	152.2434772	0	0	136.4746749	133.6758395	66.46923249999999	185.2295858	18.6842354	103.1411034	56.73031579999999	0	81.58223239	46.09302783	122.9959195	151.83605120000001	0	139.42146	86.17533172	0	0	56.83034987	89.93055047	0	143.024562	0	0	0	0	0	0	63.68239518	0	0	253.5751123	97.38609845	96	0	134.458889	147.3416659	0	0	146.77666609999997	0	91.42785402	27.12514160000001	95.16551752	0
C00106_Uracil	0	0	0	0	2816	0	0	0	0	0	0	0	0	0	2795	0	0	5032	0	208.8779966	8018	0	0	0	5264	0	0	0	0	0	0	5020	0	0	928	0	1472	0	0	0	0	0	3605	3108	0	4255	0	1134	0	0	4963	0	0	0	0	0	0	0	0	2756	0	0	118.7071025	0	3317	0	0	2209	7069	0	0	1816	0	3331	0	0	0	2280	0	0	1266	1246	1099.824589	0	0	537	0	696.3110899000003	2303	6938	0	0	0	0	0	0
C00108_Anthranilate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.187894404	0	0	1.036029885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	3.0043920660000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00109_2-Oxobutyrate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00111_DHAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00112_CDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00114_Choline	761.2479588	319.7911659	543.7011522999999	371.1551168	1304	133.09305790000002	257.86399	88.85867986	144.2071354	630.1034165	75.01371390000001	2441.170741	222.710125	179.4009784	619	55.30323976	1218.06796	1522	438.6433882	26.30595956	2434	266.10099610000003	159.1006294	136	2847	318.6207873	407	299.7014803	985.2119395	224.3777151	201.5066137	116	88.47723982	223.455111	1738	1015.74842	28	421.4093505	4967.203352	1213.671543	206.8199009	384.0052737	194	270	282	751	279.1156417	1889	211.0785718	734.9527414	120	335	489.069672	161.8723919	359.5309106	1169.057372	220.1871058	147.0177376	162.8664476	1015	205.1484979	34.07016004	2042.860876	325.820536	3006	193.4701135	431.2392962	94	428	235.5594942	1164.276043	1528	345.0380731	342	1724	43.45552205	41	3674	1550.63791	292.8364938	2276	7524	1700.4014	194.1164459	97	1558	596.1439351	211.807136	477	1320	338.3795244	108	1271.6205699999996	46.74633111	346.0665709	142.8675216
C00116_Glycerol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	1060	0	0	0	0	1762	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1407	0	0	0	0	1923	0	0	1995	0	0	0	389	0	0	5199	0	0	0	0
C00117_R5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00119_PRPP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00120_Biotin	0	0	0	0	0	0	41.56134457	0	0	0	0	0	0	52.27190246	0	29.18458882	0	0	0	54.42257917	0	0	8.884749258	0	0	0	0	43.81290947	0	0	0	0	0	41.67190479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.23457069	23.74465843	0	0	0	0	0	0	0	0	0	0	0	27.50992642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.75115887	0	0	0
C00122_Fumarate	49.44382751	0	33.78447293	0	301	0	37.79665217	0	0	66.59047795	0	160.0967564	0	0	726	0	445.45086460000016	192	51.74812535	0	171	0	0	0	710	0	180	0	0	74.82389614	0	0	0	0	0	0	0	0	1953.884903	0	0	180.1563703	0	0	93	0	0	130	0	0	214	441	223.4826646	0	0	0	0	75.50075931	0	0	0	0	0	0	277	113.1305007	0	0	0	80.30702801	0	0	0	0	0	0	0	88	0	36.55954884	572	1158	308.65541139999993	0	0	669	0	0	126	528	0	0	0	0	0	0
